"procedure_description"
"LIVER, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY (LIVER PARENCHYMA, NON DIRECTED)"
"THYROID, VARIOUS LESIONS, TOTAL/SUBTOTAL THYROIDECTOMY WITH NECK DISSECTION (BILATERAL) (SJ703T)"
"FINGER, TRAUMA, REPLANTATION (MULTIPLE) (SB821F)"
"JOINTS, ARTHROSCOPY, DIAGNOSTIC"
"SPINE, FACET JOINT BLOCK (INJECTION OF ANAESTHETIC OR THERAPEUTIC SUBSTANCE), UP TO 3 JOINTS (SK702S"
"ELBOW, SEPTIC ARTHRITIS/EFFUSION, ARTHROTOMY"
"LUMBAR, LUMBAR PLEXUS, CATHETER"
"Esophagus/Stomach, Gastroscopy with Therapy- Eg Apc-Fulgarisation of Tumor (SF808E)"
"ORAL CAVITY AND PHARYNX, FOREIGN BODY, REMOVAL (SF811M)"
"MANDIBLE, OLD FRACTURES, REMOVAL OF PLATES AND WIRES UNDER GENERAL ANES"
"Hip, Avascular Necrosis, Core Decompression with Grafting / Bone substitute / Bone cement (SB827H)"
"NERVE, VARIOUS LESIONS, BIOPSY"
"BLADDER, VARIOUS LESIONS, CATHETERISATION (SG705B)"
"STOMACH, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS GASTROSTOMY / GASTROJEJUNOSTOMY"
"NERVE DEFECT, PERIPHERAL GRAFT (MICROSURGERY) (SK718N)"
"ARTERY (MAJOR), ANEURYSM, EXCISION AND INSERTION OF GRAFT (SD809A)"
"MUSCULOSKELETAL SYSTEM, VARIOUS LESIONS, FREE COMPOSITE TISSUE GRAFT (SB852M)"
"AORTA, THORACOABDOMINAL AORTIC ANEURYSM, ENDOVASCULAR ANEURYSM REPAIR (EVAR)"
"EAR, AURAL TOILET BY MICROSCOPY (COMPLEX) EG. IMPACTED EAR WAX/FOREIGN BODY/DISCHARGE (SM703E)"
"BLOOD VESSELS, VASCULAR INTERVENTION, RADIOLOGY, INTRAVASCULAR FOREIGN BODY RETRIEVAL"
"Knee, Various Lesions, Revision Total Joint Replacement,Open/MIS/Navigated (SB717K)"
"ARTERY, BYPASS, DISTAL LEG/PEDAL WITH VEIN"
"BONE, VARIOUS LESIONS, BIOPSY"
"EYELIDS, PTOSIS, CORRECTION LEVATOR PALPEBRAE SUPERIORIS RESECTION (UNILATERAL)"
"LIP, VARIOUS LESIONS, RECONSTRUCTION USING FULL THICKNESS FLAP"
"Ovary, Tumor/Cyst, Oophorectomy/Salpingo-Oophorectomy (Simple) (SI805O)"
"HEART/LUNG, VARIOUS LESIONS, HEART AND LUNG TRANSPLANTATION"
"VULVA, BARTHOLIN CYST, EXCISION WITH/WITHOUT USE OF LASER"
"EYELIDS, PTOSIS, CORRECTION LEVATOR PALPEBRAE SUPERIORIS RESECTION (BILATERAL) (SL833E)"
"VAGINAL HYSTERECTOMY + ANTERIOR REPAIR +/- POSTERIOR REPAIR"
"WRIST, THERAPEUTIC ARTHROSCOPY"
"FEMUR, FRACTURE/ORIF WITH PLATE/SCREWS, WITH BONE GRAFTING FOR BONE LOSS"
"BONE (UPPER/LOWER LIMB), BONE LOSS/NONUNION, BONE GRAFTING"
"CERVIX, TRANSCERVICAL RESECTION (TCR) MYOMA (<3CM), HYSTEROSCOPIC"
"TEETH (2 TO 3), IMPACTED, EXCISION WITH REMOVAL OF BONE (WITHOUT TOOTH DIVISION) (SF801T)"
"VEIN, VARICOSITY, HIGH LIGATION OF SHORT SAPHENOUS VEIN AT SAPHENO-POPLITEAL JUNCTION"
"SKULL, DEFECT, CRANIOPLASTY (SMALL) (SK805S)"
"ABDOMINAL WALL, BURST ABDOMEN, REPAIR"
"HAND, CRUSH INJURIES (SIMPLE), WOUND DEBRIDEMENT"
"SUBCUTANEOUS TISSUE, OBESITY, RADICAL ABDOMINOPLASTY WITH REPAIR OF ABDOMINAL WALL AND TRANSPOSITION"
"SKIN CANCER, MOHS (CHEMO SURGERY) MICROGRAPHIC SURGERY WITH RECONSTRUCTION/GRAFT/FLAP"
"LARYNX AND TRACHEA, VARIOUS LESIONS, MAJOR MICROSURGERY WITHOUT RECONSTRUCTION"
"Coronary Artery Bypass Graft with Endoscopic Vein Harvest"
"BLADDER, VESICO-VAGINAL FISTULA, CLOSURE BY ABDOMINAL ROUTE"
"SHOULDER, VARIOUS LESIONS, PRIMARY TOTAL JOINT REPLACEMENT, OPEN/MIS/NAVIGATED (SB715S)"
"EAR, VARIOUS LESIONS, MYRINGOPLASTY (POST-AURAL/ENDAURAL APPROACH) (SM829E)"
"INTESTINE/STOMACH, UPPER GI ENDOSCOPY WITH POLYPECTOMY/ REMOVAL OF FOREIGN BODY/DIATHERMY OF BLEEDIN"
"SPINE (EXCL CERVICAL SPINE), VAR LES, POSTERIOR DECOMPRESSION AND/OR DISCECTOMY W/O INSERTION OF INT"
"DIGIT(S), NAILBED LACERATION, NAILBED GRAFTING (SB700D)"
"Anus, Hemorrhoids, Removal of External Anal Tags (SF838A)"
"VAGINA, STRESS INCONTINENCE, ABDOMINAL /COMBINED ABDOMINOVAGINAL SLING OPERATIONS ( EG. WATKINS INTE"
"ARTERY (NECK AND EXTREMITIES), EMBOLISM, EMBOLECTOMY"
"STOMACH, GASTROESOPHAGEAL REFLUX, FUNDOPLICATION, OPEN/LAPAROSCOPIC WITH/WITHOUT GASTROTOMY"
"SPINE, VARIOUS LESIONS, REVISION SURGERY, DECOMPRESSION AND/OR DISCECTOMY, WITH REVISION OF INSTRUME"
"JOINTS (FINGER), VARIOUS LESIONS, ARTHRODESIS (SB801J)"
"OVARY, TUMOR/CYST, HYSTERECTOMY WITH SALPINGO-OOPHORECTOMY"
"SOFT TISSUE (PALMAR SPACE), ABSCESS, DRAINAGE"
"VEIN, VARICOSITY, HIGH LIGATION AND COMPLETE STRIPPING/EXCISION OF LONG/LONG & SHORT SAPHENOUS VEIN"
"SWEAT GLAND, AXILLARY HYPERHIDROSIS, WEDGE EXCISION (BILATERAL)"
"BREAST, DIFFUSE HYPERTROPHY, REDUCTION MAMMOPLASTY >500G (BILATERAL)"
"SKIN AND SUBCUTANEOUS TISSUE, HEMANGIOMA/LYMPHANGIOMA (MODERATE), EXCISION"
"KIDNEY, CYST, MARSUPIALISATION, LAPAROSCOPIC"
"URETHRA, INJURY, REPAIR/URETHROPLASTY OF ANTERIOR URETHRA"
"OVARY, MALIGNANT TUMOR/CYST, TOTAL HYSTERECTOMY BILATERAL SALPINGO-OOPH"
"Colon, Various Lesions, Right/Left Hemicolectomy (MIS/open) (SF803C)"
"TIBIA, FRACTURE(S), OPEN REDUCTION AND INTERNAL FIXATION WITH INTRAMEDULLARY ROD"
"JOINTS (OTHER THAN FINGER), VARIOUS LESIONS, TOTAL JOINT REPLACEMENT"
"SPINE, VARIOUS LESIONS, VERTEBROPLASTY OR KYPHOPLASTY, 2 LEVELS OR MORE"
"MANDIBLE (EXCLUDING ALVEOLAR MARGINS), VARIOUS LESIONS, COMPLEX OSTEOTOMY/OSTECTOMY"
"SPINE, INFECTION, ANTERIOR DRAINAGE AND DEBRIDEMENT WITHOUT FUSION OR OTHER PROCEDURES (SB750S)"
"HAND, TUMORS, EXCISION WITH DISSECTION OF NEUROVASCULAR BUNDLE (SB819H)"
"SOFT TISSUE (LOWER LIMB), OPEN WOUND/INFECTION, MAJOR DESLOUGHING"
"NERVE (UPPER LIMB), DEFECT, GRAFTING/INTERFASCICULAR REPAIR/NEUROVASCULAR TRANSFER"
"KNEE, VARIOUS LESIONS, PRIMARY TOTAL JOINT REPLACEMENT (UNILATERAL) WITH AUGMENTATION, REQUIRING EXT"
"Larynx, Glottis, ELMS (Endoscopic Laryngeal microsurgery/Phonosurgery) (SM700L)"
"MANDIBLE OR MAXILLA, ODONTOGENIC CYST (20MM OR LARGER OR MULTIPLE CYSTS), ENUCLEATION"
"SKIN AND SUBCUTANEOUS TISSUE, DEFECT (MULTIPLE DIGITS), STAGED LOCAL FLAP (DIVISION)"
"FOOT, POSTERIOR TIBIAL TENDON DYSFUNCTION (PTTD) - POSTERIOR TIBIALIS RECONSTRUCTION"
"Vaginal Hysterectomy + Anterior Repair +/- Posterior Repair (SI713V)"
"FALLOPIAN TUBE, COMPLETED FAMILY, DIVISION/LIGATION (SI804F)"
"Hip, Various Lesions, Hemi-Arthroplasty (SB838H)"
"PANCREAS, VARIOUS LESIONS, ENUCLEATION OF LESIONS (3 OR MORE) (SF706P)"
"BILE DUCT, VARIOUS LESIONS, CHOLEDOCHOTOMY (EXPLORATION COMMON BILE DUCT ONLY) (SF803B)"
"BRONCHUS, VARIOUS LESIONS, BRONCHIAL THERMOPLASTY / BRONCHUS RADIOFREQUENCY ABLATION"
"Elbow, Fracture/Dislocation, Open Reduction and Internal Fixation (ORIF) (SB705E)"
"MOUTH, NASOLABIAL CYST, EXCISION BIOPSY"
"SACRUM & COCCYX, TUMOR, EXCISION WITH BIOPSY (SF801S)"
"UTERUS, PREGNANCY, COMPLICATED CAESAREAN SECTION (SEE FOOTNOTE FOR DEFINITION OF 'COMPLICATED') (SI8"
"SKIN, VARIOUS LESIONS, ABRASIVE THERAPY (EXTENSIVE)"
"BONE AND JOINTS (UPPER LIMB), REMOVAL OF SIMPLE IMPLANTS (E.G. RUSH RODS/WIRES/K-WIRES/PINS/SCREWS) "
"Brain, Intracranial Extracerebral Tumor, Craniotomy & Removal, Complex (SK709B)"
"BREAST, VARIOUS LESIONS, WIRE LOCALISATION, EXCISION (MULTIPLE)"
"SKIN AND SUBCUTANEOUS TISSUE, BURNS, EXCISION AND MAJOR FLAP REPAIR"
"Skin and Subcutaneous Tissue, Hematoma /Carbuncle Cellulitis/Similar Lesion>3cm, Saucerisation/Incis"
"BONE, TUMOR (MALIGNANT), WIDE/MAJOR RESECTION AND RECONSTRUCTION (NON VASCULARISED BONE GRAFT)"
"URETER, VARIOUS LESIONS, URETEROURETEROSTOMY"
"LYMPHATICS, LYMPHEDEMA, EXCISION (LARGE & DEEP SEATED) (SE817L)"
"EYELIDS, ECTROPION/ENTROPION, CORRECTION WITH RETRACTOR REPAIR FOR INVOLUTIONAL ENTROPION (COMPLICAT"
"UTERUS/CERVIX, HYSTEROSCOPY, DIAGNOSTIC (WITH GENERAL ANESTHESIA) (SI700U)"
"FINGER, SYNDACTYLY (SINGLE), CORRECTION (SB820F)"
"BRAIN, TUMOR, VENTRICULAR PUNCTURE THROUGH BURR-HOLE"
"ARTERY (TRUNK), EMBOLISM, EMBOLECTOMY"
"INTESTINE, ENTEROSTOMY, CLOSURE"
"COLON, COLONOSCOPY, FIBREOPTIC WITH/WITHOUT BIOPSY"
"SPINE, VARIOUS LESIONS-- ANTERIOR LUMBAR INTERBODY FUSION, SINGLE LEVEL"
"VAGINAL SEPTUM, EXCISION"
"JOINTS (LOWER LIMB), DEFORMITIES, CORRECTIVE SURGERY WITH PLATE FIXATION AND FLUOROSCOPY"
"EYELIDS, VARIOUS LESIONS, FULL THICKNESS WEDGE RESECTION WITH REPAIR"
"PENIS, HYPOSPADIAS, MEATOTOMY & HEMICIRCUMCISION (SH804P)"
"CERVIX, POLYP, EXCISION/EROSION (COMPLICATED) INCLUDES D&C WITH BIOPSY"
"SKULL, DEFECT, CRANIOPLASTY (LARGE) (SK804S)"
"VITREOUS, VARIOUS LESIONS, SIMPLE VITRECTOMY (PARS PLANA)"
"HIP, VARIOUS LESIONS, REVISION TOTAL JOINT REPLACEMENT,OPEN/MIS/NAVIGATED"
"HEAD-FACE, TRAUMA, CRANIOFACIAL APPROACH REDUCTION AND FIXATION WITH BONE GRAFT"
"TIBIA, TIBIAL SHAFT FRACTURE, IM NAILING (LOCKED NAIL)"
"EAR, IMPLANTATION OF BONE-ANCHORED HEARING AID (SM711E)"
"ABDOMINAL CAVITY, VARIOUS LESIONS, EXPLORATORY LAPAROTOMY (OPEN OR LAPAROSCOPIC) (FOR CGH USE ONLY)("
"JOINTS (LOWER LIMB, EXCEPT HIP), SEPTIC ARTHRITIS, SIMPLE DRAINAGE  (SB814J)"
"KNEE, LIGAMENTS/MENISCUS/CARTILAGE/BONE COMBINED, ARTHROSCOPIC PRIMARY DOUBLE BUNDLE ACL OR PCL RECO"
"WRIST, SCAPHOID FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION (ORIF) WITH BONE GRAFTING"
"MUSCLE (LOWER LIMB), DEEP ABSCESS, DRAINAGE"
"MOUTH, INTRA ORAL TUMOUR RADICAL EXCISION WITH RESECTION OF MANDIBLE AND BILATERAL NECK DISSECTION ("
"HAND, CLOSED FRACTURE, ORIF COMPLEX/ PLATE AND SCREWS (SINGLE)"
"ELBOW, VARIOUS LESIONS, REVISION TOTAL JOINT ARTHROPLASTY, OPEN/MIS/NAVIGATED (SB709E)"
"WRIST, DISTAL RADIUS FRACTURE, ORIF - SIMPLE OPEN REDUCTION AND PINNING"
"Elbow, Various Lesions, Revision Total Joint Arthroplasty, Open/MIS/Navigated (SB709E)"
"BREAST, TUMOR (MALIGNANT), SIMPLE MASTECTOMY WITH SENTINEL NODE BIOPSY/ AXILIARY NODE SAMPLING (SA82"
"URETER, VARIOUS LESIONS, REDUCTION URETEROPLASTY (SG806U)"
"UPPER LIMB, ISCHEMIA, FASCIOTOMY"
"ARTERY-VISCERAL, STENOSIS, ANGIOPLASTY OF VISCERAL ARTERY (SD735A)"
"UTERUS, MALIGNANT CONDITIONS, TOTAL HYSTERECTOMY WITH/WITHOUT SALPINGO (SI031U)"
"NOSE, HEMORRHAGE, HEMOSTASIS (PACKING)/CRYOTHERAPY) (SM705N)"
"UTERUS, ENDOMETRIAL ABLATION (HYSTEROSCOPIC) (SI707U)"
"SKIN, KERATOSES/WARTS/TAGS/SIMILAR LESIONS, EXCISION (NOT MORE THAN 5 LESIONS) (SA865S)"
"Skin and Subcutaneous Tissue, Defect (Deep), Dermofat/Fascia Graft (Including Transplant/Muscle Flap"
"Hand, Complex Injuries, Debridement with Repair/Reconstruction (1-2 Tendons Involved or 1-2 Fracture"
"LARYNX, LARYNGECTOMY WITH UNILATERAL NECK DISSECTION  (SM710L)"
"BONE (SKULL), TUMOR (LARGE>3CM) EXCISION WITH CRANIOPLASTY (SB814B)"
"OVARY, TUMOR/CYST, CYSTECTOMY (COMPLICATED) (>5CM)"
"KNEE, LIGAMENTS/MENISCUS/CARTILAGE/BONE COMBINED, MIS PRIMARY DOUBLE BUNDLE ACL OR PCL RECONSTRUCTIO"
"TOES, VARIOUS LESIONS, AMPUTATION (MULTIPLE)"
"ELBOW, FRACTURE/DISLOCATION, OPEN REDUCTION AND INTERNAL FIXATION (ORIF) (SB705E)"
"KIDNEY, VARIOUS LESIONS, EXPLORATION"
"HAND, COMPLEX INJURIES, MICROSURGICAL REPAIR/RECONSTRUCTION, >1 DIGIT"
"LYMPH NODE (AXILLARY), VARIOUS LESIONS, SENTINEL LN BIOPSY ONLY (SE701L)"
"SKULL, BASE, ENDOSCOPIC RESECTION OF SKULL BASE SOFT TISSUE TUMOURS WITH RESECTION OF BONE AND PRESE"
"MANDIBLE OR MAXILLA, VARIOUS LESIONS, VESTIBULOPLASTY, COMPLEX (SB705M)"
"OVARY, TUMOR/CYST, OOPHORECTOMY/SALPINGO-OOPHORECTOMY"
"PALATE, CLEFT (COMPLETE), PRIMARY REPAIR"
"LYMPH NODE (CERVICAL), RADICAL WITH FLAP RECONSTRUCTION (SE715L)"
"NERVE-FACIAL, VARIOUS LESIONS, COMBINED MIDDLE FOSA AND TRANSMASTOID FACIAL NERVE DECOMPRESSION (SK8"
"ABDOMINAL WALL, VENTRAL/INCISIONAL/RECURRENT HERNIA, REPAIR (MIS/OPEN) (SF823A)"
"BOTULINUM TOXIN THERAPY FOR MOVEMENT DISORDERS (SA700B)"
"THORAX, INTERCOSTAL NERVE, BLOCK, RADIOFREQUENCY, CRYO, NEUROLYTIC, MORE THAN 2"
"SPINE, LUMBAR/SACRAL/CAUDAL, INJECTION, EPIDURAL, WITHOUT OTHER PROCEDURES (SK760S)"
"NERVE (OROFACIAL), DEFECT, GRAFT (SINGLE)/NERVE SHARE, USING MICROSURGICAL TECHNIQUES (INCLUDE HARVE"
"ORBIT, VARIOUS LESIONS, RECONSTRUCTION INCLUDING ORBITAL SHIFT AND SOFT TISSUE (CRANIOFACIAL APPROAC"
"STOMACH, VARIOUS LESIONS, IMAGING GUIDED INSERTION OF NASO-GASTRIC TUBE / NASO-JEJUNAL TUBE (SF711S)"
"TENDON-FLEXOR (UPPER LIMB), INJURY, REPAIR (SINGLE) (SB820T)"
"LARYNX, VARIOUS LESIONS, HEMI/PARTIAL LARYNGECTOMY WITH RADICAL NECK DISSECTION"
"TOES, VARIOUS LESIONS, RAY AMPUTATION (TWO TO FOUR RAYS) (SB707T)"
"ARTERY, STENOSIS / OCCLUSION, PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA), SIMPLE"
"AORTA, THORACIC AORTIC ANEURYSM, THORACIC ENDOVASCULAR ANEURYSM REPAIR (TEVAR)"
"VULVA, LABIAL ABNORMALITY, LABIOPLASTY (SI828V)"
"FACE, CONTOUR DEFECT, RECONSTRUCTION / INSERTION OF IMPLANT (S)"
"PROSTATE GLAND, VARIOUS LESIONS, SATURATION ROBOTIC TRANSRECTAL/TRANSPERINAL BIOPSY"
"VEIN, VARICOSITY, HIGH LIGATION OF SHORT SAPHENOUS VEIN AT SAPHENO-POPLITEAL JUNCTION (SD807V)"
"STOMACH, VARIOUS LESIONS/POST-GASTRECTOMY COMPLICATIONS, REVISION GASTRECTOMY (SF811S)"
"JOINTS (TEMPOROMANDIBULAR), VARIOUS LESIONS, ARTHROSCOPY (UNILATERAL)"
"COLON, VARIOUS LESIONS, TRANVERSE/SIGMOID COLECTOMY (LAPAROSCOPIC OR OPEN)"
"Skin and Subcutaneous Tissue, Defect, Free Grafts (Split Skin Graft more than 10%) (SA826S)"
"Blood Vessels, Reactionary/Secondary Hemorrhage After Minor Operation, Hemostasis  (SD800B)"
"THORAX, VARIOUS LESIONS, CHEST WALL RESECTION AND MINOR RECONSTRUCTION (SC806T)"
"NEUROSTIMULATOR, REVISION/REPLACEMENT OF IMPLANTABLE PULSE GENERATOR (DOES NOT INVOLVE TUNNELING) (S"
"RECTUM, VARIOUS LESIONS, ABDOMINO-PERINEAL PULL THROUGH RESECTION WITH COLO-ANAL ANASTOMOSIS"
"Coronary Artery Bypass Graft with Endoscopic Vein Harvest + Endoscopic Radial Artery Harvest"
"Lymph Node (Cervical) - Deep, Various Lesions, Biopsy (SE702L)"
"CERVIX, CERVICAL INCOMPETENCE, CERCLAGE"
"HIP, DISLOCATION, MANIPULATION AND REDUCTION (SB830H)"
"WRIST, DISTAL RADIUS FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION (ORIF) (SIMPLE OPEN REDUCTION AN"
"BRAIN, VARIOUS LESIONS, PALLIDOTOMY/THALAMOTOMY/OTHER STEREOTACTIC PROCEDURE - BILATERAL"
"ESOPHAGUS, VARICES, GASTRO ESOPHAGEAL DEVASCULARISATION WITH ESOPHAGEAL TRANSECTION"
"URETHRA, SUBSTITUTION URETHROPLASTY - FLAP OR GRAFT"
"SPINAL CORD, TUMOURS, LAMINECTOMY AND EXCISION (EXTRADURAL)"
"INTESTINE, SMALL BOWEL, VARIOUS LESIONS, ENTEROSTOMY (SF704I)"
"URETHRA, MID-URETHRAL SLINGS"
"MUSCLE (LOWER LIMB), RUPTURE, REPAIR (SB844M)"
"SPINE, SYRINGOMYELIA, LAMINECTOMY AND POSTERIOR FOSSA DECOMPRESSION AND DRAINAGE"
"HEART, CORONARY DISEASE, CORONARY ARTERY BYPASS GRAFT (OPEN/MIS/OFF PUMP) (SD742H)"
"NERVE (LOWER LIMB), ENTRAPMENT SYNDROME, DECOMPRESSION"
"SHOULDER, VARIOUS LESIONS, REVISION TOTAL JOINT REPLACEMENT,OPEN/MIS/NAVIGATED (SB716S)"
"TENDON, EXTENSOR (UPPER LIMB), DEFECT, GRAFTING (MULTIPLE) (SB832T)"
"TENDON-EXTENSOR (UPPER LIMB), INJURY, REPAIR (MULTIPLE) (SB812T)"
"TENDON (UPPER LIMB), BOWSTRINGING/ENTRAPMENT, PULLEY RECONSTRUCTION"
"LYMPHATICS (FACE & NECK), CYSTIC HYGROMA, EXCISION (LARGE) (SE810L)"
"HEART/LUNG, VARIOUS LESIONS, CARDIOPULMONARY PERFUSION (SD833H)"
"HEAD-FACE, VARIOUS LESIONS, MAJOR CORRECTIVE SURGERY"
"STOMACH, VARIOUS LESIONS, WEDGE RESECTION"
"Abdominal Wall, Epigastric/Umbilical Hernia, Repair (MIS/open) (SF814A)"
"VULVA, LACERATION, DEBRIDEMENT/SUTURE <5CM (SIMPLE) (SI830V)"
"ELBOW, CONDYLE/RADIAL HEAD FRACTURE, RADIAL HEAD EXCISION/CONDYLE/ARTHROPLASTY"
"BROW, BROWLIFT, ENDOSCOPIC, BILATERAL (SL700B)"
"HIP, VARIOUS LESIONS, PRIMARY TOTAL JOINT REPLACEMENT, OPEN/MIS/NAVIGATED"
"Shoulder, Shoulder soft tissue injury, MIS/open decompression alone (SB709S)"
"SKIN AND  SUBCUTANEOUS TISSUE(EAR/NOSE/EYELID/FACE) COMPLEX LACERATIONS, REPAIR (SA803S)"
"MAXILLA, ALVEOLAR CLEFT (BILATERAL COMPLETE), BONE GRAFT AND CLOSURE OF NASO BUCCAL FISTULA"
"LIP, VARIOUS LESIONS, FULL THICKNESS WEDGE EXCISION WITH REPAIR (SF801L)"
"BONE (UPPER LIMB), DEFORMITIES, OSTEOTOMIES WITH PLATE FIXATION AND WITH OR W/O FLUOROSCOPY AND WITH"
"VAGINA, RECTOCOELE, POSTERIOR REPAIR"
"CORNEA, FOREIGN BODY, REMOVAL"
"CERVIX, TRANSCERVICAL RESECTION (TCR) POLYP (>2CM), HYSTEROSCOPIC (SI705C)"
"SPINE, VARIOUS LESIONS, SYRINGO-ARACHNOID/PLEURAL/PERITONEAL SHUNT"
"SUBCUTANEOUS TISSUE (ABDOMEN), OBESITY, LIPOSUCTION (SA890S)"
"BREAST, LUMP (SINGLE), EXCISION BIOPSY"
"Aorta, Descending Aortic Aneurysm, Excision and Insertion of Graft (SD801A)"
"VAS DEFERENS, VARIOUS LESIONS, REANASTOMOSIS (MICROSURGICAL)"
"COLON, COLONOSCOPY, FIBREOPTIC - WITH/WITHOUT BIOPSY (SCREENING) (SF703C)"
"OVARY, VARIOUS LESIONS, OVARIOPLASTY, LAPAROTOMY/MIS (USING MICROSURGICAL TECHNIQUES) (SI809O)"
"VEIN, VARIOUS LESIONS, IMAGING GUIDED PERIPHERAL INSERTION OF CENTRAL CATHETER (PICC)"
"MOUTH, LEUKOPLAKIA, WIDE EXCISION AND SKIN GRAFTING"
"ELBOW, VARIOUS LESIONS, SYNOVECTOMY WITH RECONSTRUCTION"
"KIDNEY, NEPHROPTOSIS, NEPHROPEXY"
"UTERUS, MALIGNANT CONDITION, ANTERIOR PELVIC EXENTERATION (SI824U)"
"EAR, VARIOUS LESIONS, MYRINGOPLASTY (LATERAL GRAFT/ONLAY GRAFT TECHNIQUE) WITH/WITHOUT CANALPLASTY ("
"NERVE-FACIAL PARALYSIS, FREE FASCIA AND/OR NERVE GRAFT (MICROSURGICAL - STAGE 1)"
"EYELIDS, ECTROPION/ENTROPION, CORRECTION (SIMPLE I.E. INVERTING SUTURES) (ONE LID)"
"TRANSCATHETER VALVE OR CLIP IMPLANTATION WITH / WITHOUT TEE GUIDANCE (ENDOVASCULAR APPROACH) (SD737A"
"VEIN, VARICOSITIES, ENDOVASCULAR LASER TREATMENT (1 LEG) (SD716V)"
"Stomach, Various Lesions, Partial/Subtotal Gastrectomy (SF810S)"
"ARTERY-PSEUDOANEURYSM, EXCISION AND PATCH REPAIR"
"SCROTUM, HYDROCELE/VARICOCELE (BILATERAL), EXCISION (SH801S)"
"ORBIT, VARIOUS LESIONS, ANTERIOR ORBITOTOMY (EXTENSIVE) (SL704O)"
"BILE DUCT/GALL BLADDER, ENDOSCOPY, ENDOSCOPIC SPHINCTEROTOMY +/- EXTRACTION OF  STONE (SF712B)"
"JOINTS (UPPER LIMB), CONTRACTURE, CAPSULECTOMY/CAPSULOTOMY (MULTIPLE)"
"BONE, TUMOR (MALIGNANT), WIDE/MAJOR RESECTION AND RECONSTRUCTION (NON VASCULARISED BONE GRAFT) (SB83"
"SPINE, VARIOUS LESIONS, POSTERIOR INSTRUMENTATION (1 SEGMENT) WITH/WITHOUT DECOMPRESSION AND WITHOUT"
"TENDON-FLEXOR (UPPER LIMB), ADHESION, TENOLYSIS (MULTIPLE)"
"COLON, SIGMOID, SIGMOIDOSCOPY WITH POLYPECTOMY WITH BIOPSY"
"COLON, COLONOSCOPY WITH ENDOSCOPIC MUCOSAL RESECTION (EMR) OF LARGE POLYPS (>3CM) (SF708C)"
"TENDON, EXTENSOR (UPPER LIMB), DEFECT, GRAFTING (SINGLE) (SB833T)"
"PROSTATE GLAND, PROSTATE, BENIGN HYPERPLASIA, MINIMALLY INVASIVE ABLATION (SH832P)"
"Thumb, Paralysis, Opponens Plasty (SB824T)"
"VAGINA, PROLAPSE, COLPORRHAPHY (SI812V)"
"URETER, CALCULUS, URETEROLITHOTOMY (LAPAROSCOPIC/ROBOTIC)"
"HAND, FLEXOR TENDON, TRIGGER FINGER (SINGLE), RELEASE"
"HEART, AUTOMATIC IMPLANTABLE CARDIOVERTER DEFIBRILLATOR (AICD)/PACEMAKER LEAD EXTRACTION (SD702H)"
"TONGUE, VARIOUS LESIONS (BENIGN CONDITION) EXCISION BIOPSY <3CM"
"BILE DUCTS, STONES, PERCUTANEOUS TRANSHEPATIC BILIARY STONES REMOVAL"
"UTERUS, MALIGNANT CONDITION, TOTAL HYSTERECTOMY WITH/WITHOUT SALPINGO-OOPHORECTOMY, WITH/WITHOUT LYM"
"MOUTH, INTRA ORAL TUMOUR RADICAL EXCISION WITH RESECTION OF MANDIBLE AND BILATERAL NECK DISSECTION"
"BRONCHUS, VARIOUS LESIONS, BRONCHOPLASTIC PROCEDURE (SC801B)"
"ARTERY (DISTAL EXTREMITY/DIGIT), VARIOUS LESIONS, MICROVASCULAR REPAIR (SD805A)"
"VEIN, STENOSIS / OCCLUSION, PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA), DIFFICULT"
"BRAIN, HYDROCEPHALUS, EXTERNAL VENTRICULAR DRAINAGE, UNILATERAL (SK806B)"
"NOSE, VARIOUS LESIONS, CAUTERISATION/DIATHERMY (SM715N)"
"LYMPHATICS (FACE & NECK), CYSTIC HYGROMA, EXCISION (MODERATE)"
"SACRUM & COCCYX, PILONIDAL SINUS/CYST, EXCISION WITH BIOPSY (SF800S)"
"AORTA, ANEURYSM, JUXTARENAL TYPE (SD700A)"
"VEIN, VARICOSITY, HIGH LIGATION AND COMPLETE STRIPPING/EXCISION OF LONG/LONG & SHORT SAPHENOUS VEIN "
"VEIN, THROMBOSIS, PERCUTANEOUS CATHETER DIRECTED THROMBOLYSIS, WITH OR WITHOUT ANGIOPLASTY / STENTIN"
"LARYNX, FRACTURES, OPERATION"
"SHOULDER, SHOULDER SOFT TISSUE INJURY, MIS/OPEN BANKART REPAIR WITH SUP LABRUM FROM ANT TO POS (SLAP"
"Stomach, Tumor/Ulcer, Gastrojejunostomy (SF808S)"
"COLON, VARIOUS LESIONS, RIGHT/LEFT HEMICOLECTOMY (MIS/OPEN) (SF803C)"
"PANCREAS, VARIOUS LESIONS, WHIPPLE OPERATION/TOTAL PANCREATECTOMY"
"HAND, COMPLEX INJURIES, DEBRIDEMENT WITH REPAIR/RECONSTRUCTION (MORE THAN 2 TENDONS INVOLVED OR MORE"
"KIDNEY TRANSPLANT, DONATION (CADAVERIC DONOR)"
